Cpo_Id;Billing_Agent_Keyword;Last_Update
DE*EN0;Smartlab;2024-11-01 00:00:00+00:00
DE*TWS;Smartlab;2024-11-01 00:00:00+00:00
DE*WES;Smartlab;2024-11-01 00:00:00+00:00
DE*WEG;Smartlab;2024-11-01 00:00:00+00:00
DE*SWI;Smartlab;2024-11-01 00:00:00+00:00
DE*GAP;Smartlab;2024-11-01 00:00:00+00:00
DE*HIG;Smartlab;2024-11-01 00:00:00+00:00
DE*OLC;Smartlab;2024-11-01 00:00:00+00:00
DE*OTW;Smartlab;2024-11-01 00:00:00+00:00
DE*SON;Smartlab;2024-11-01 00:00:00+00:00
DE*FIL;Smartlab;2024-11-01 00:00:00+00:00
DE*FRE;Smartlab;2024-11-01 00:00:00+00:00
DE*EVS;Smartlab;2024-11-01 00:00:00+00:00
DE*EWV;Smartlab;2024-11-01 00:00:00+00:00
DE*FER;Smartlab;2024-11-01 00:00:00+00:00
DE*FFB;Smartlab;2024-11-01 00:00:00+00:00
DE*FFO;Smartlab;2024-11-01 00:00:00+00:00
DE*EVB;Smartlab;2024-11-01 00:00:00+00:00
DE*M30;Smartlab;2024-11-01 00:00:00+00:00
DE*MEN;Smartlab;2024-11-01 00:00:00+00:00
DE*EIC;Smartlab;2024-11-01 00:00:00+00:00
DE*NOR;StadtwerkeNorderstedt;2024-12-01 00:00:00+00:00
DE*STR;StadtwerkeStuttgart;2024-12-01 00:00:00+00:00
DE*EDS;StadtwerkeStuttgart;2024-11-01 00:00:00+00:00
DE*288;StadtwerkeWedel;2024-09-01 00:00:00+00:00
NL*SPA;StellaPower;2024-12-01 00:00:00+00:00
GB*BPL;TCSUK;2024-12-01 00:00:00+00:00
AT*CWL;Threeforce;2024-12-01 00:00:00+00:00
BE*CAP;Threeforce;2024-12-01 00:00:00+00:00
NL*LEV;Threeforce;2024-12-01 00:00:00+00:00
BE*EQS;Threeforce;2024-12-01 00:00:00+00:00
BE*LEV;Threeforce;2024-12-01 00:00:00+00:00
BE*EMY;Threeforce;2024-12-01 00:00:00+00:00
BE*Q8C;Threeforce;2024-12-01 00:00:00+00:00
DE*BCK;Threeforce;2024-12-01 00:00:00+00:00
DE*NEW;Threeforce;2024-12-01 00:00:00+00:00
DE*LMS;Threeforce;2024-12-01 00:00:00+00:00
DE*FLA;Threeforce;2024-12-01 00:00:00+00:00
DE*CPW;Threeforce;2024-12-01 00:00:00+00:00
DE*EJI;Threeforce;2024-12-01 00:00:00+00:00
DE*HST;Threeforce;2024-12-01 00:00:00+00:00
FR*LMS;Threeforce;2024-12-01 00:00:00+00:00
FR*GSP;Threeforce;2024-12-01 00:00:00+00:00
FR*EPI;Threeforce;2024-12-01 00:00:00+00:00
FR*3R3;Threeforce;2024-12-01 00:00:00+00:00
FR*FLB;Threeforce;2024-12-01 00:00:00+00:00
FR*KV2;Threeforce;2024-12-01 00:00:00+00:00
FR*SWS;Threeforce;2024-12-01 00:00:00+00:00
LU*BAY;Threeforce;2024-12-01 00:00:00+00:00
BE*LMS;Threeforce;2024-12-01 00:00:00+00:00
NL*LMS;Threeforce;2024-12-01 00:00:00+00:00
FR*DRE;Threeforce;2024-12-01 00:00:00+00:00
NL*CWL;Threeforce;2024-12-01 00:00:00+00:00
DE*EDK;Threeforce;2024-11-01 00:00:00+00:00
BE*TCB;TotalEnergiesMarketing;2024-12-01 00:00:00+00:00
ES*TCB;TotalEnergiesMarketing;2024-11-01 00:00:00+00:00
DE*UBI;Ubitricity;2024-12-01 00:00:00+00:00
FR*UBI;Ubitricity;2024-12-01 00:00:00+00:00
NL*UB2;Ubitricity;2024-12-01 00:00:00+00:00
AL*F00;Vattenfall;2024-12-01 00:00:00+00:00
AL*FGD;Vattenfall;2024-12-01 00:00:00+00:00
AL*FDH;Vattenfall;2024-12-01 00:00:00+00:00
EC*TGD;Vattenfall;2024-12-01 00:00:00+00:00
BE*WTF;Wattify;2024-12-01 00:00:00+00:00
ES*WEN;Wenea;2024-11-01 00:00:00+00:00
AT*VIE;Wien;2024-12-01 00:00:00+00:00
AT*VNA;Wien;2024-12-01 00:00:00+00:00
DE*WLN;Wirelane;2024-12-01 00:00:00+00:00
DE*IPG;Wirelane;2024-11-01 00:00:00+00:00
FR*Â¤Y5;Yes55;2024-12-01 00:00:00+00:00
FR*ZWO;Zewatt;2024-12-01 00:00:00+00:00
DE*GLS;komminakationsgateway;2024-12-01 00:00:00+00:00
DE*SEG;komminakationsgateway;2024-12-01 00:00:00+00:00
DE*SAE;m8mit;2024-12-01 00:00:00+00:00
DE*MSU;m8mit;2024-12-01 00:00:00+00:00
DE*SBW;m8mit;2024-11-01 00:00:00+00:00
